,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
32,Krasnopillya,88,UA,1553440610,86,50.77,35.26,39.35659999999998,10.580708661417324
33,Maniitsoq,88,GL,1553440610,81,65.42,-52.9,18.65659999999998,13.265032211882605
34,Winterberg,40,DE,1553440602,53,51.19,8.53,55.274000000000015,8.05297065139585
35,Yiyang,0,CN,1553440611,98,28.59,112.35,45.7466,4.652827487473157
36,Lebu,12,ET,1553440025,19,8.96,38.73,74.36659999999996,9.126700071581961
37,San Patricio,0,PY,1553440463,66,-26.98,-56.83,83.00659999999999,3.1988188976377954
38,Cape Town,20,ZA,1553439792,69,-33.93,18.42,76.26199999999996,21.921975662133143
39,Hilo,90,US,1553440513,88,19.71,-155.08,67.26199999999996,3.3554044380816035
40,Tiksi,12,RU,1553440109,37,71.64,128.87,-11.493400000000022,1.4092698639942736
41,San Felipe,0,CL,1553440397,29,-32.75,-70.73,84.27200000000005,2.192197566213314
42,Pakokku,0,MM,1553440614,58,21.33,95.09,76.70659999999998,5.994989262705799
43,Khatanga,80,RU,1553440615,66,71.98,102.47,2.8165999999999585,5.212061560486758
44,Puerto Ayora,40,EC,1553439689,83,-0.74,-90.35,80.86999999999996,8.05297065139585
45,Whitehorse,20,CA,1553440366,86,60.72,-135.06,30.272000000000038,3.3554044380816035
46,Codrington,36,AU,1553439904,88,-28.95,153.24,80.86999999999996,5.8160343593414465
47,Ayat,12,ET,1553440618,19,9.03,38.85,74.36659999999996,9.126700071581961
48,Turtas,68,RU,1553440619,83,58.94,69.13,31.97660000000004,3.1988188976377954
49,Albany,1,US,1553440153,51,42.65,-73.75,46.274000000000015,11.40837508947745
50,Ossora,56,RU,1553440179,83,59.24,163.07,9.026600000000041,17.06782390837509
51,Thompson,5,CA,1553436000,59,55.74,-97.86,-0.12999999999998835,6.9345025053686475
52,Saint George,20,GR,1553439793,51,39.45,22.34,66.46999999999997,5.8160343593414465
53,Chokurdakh,20,RU,1553440620,37,70.62,147.9,-10.953400000000002,3.4225125268432355
54,Centralia,75,US,1553440468,81,39.21,-92.14,57.272000000000034,9.171438797423049
55,Cayenne,100,GF,1553437800,88,4.94,-52.33,79.06999999999996,3.3554044380816035
56,Naze,75,NG,1553436000,70,5.43,7.07,86.26999999999995,6.9345025053686475
57,Leningradskiy,56,RU,1553440038,78,69.38,178.42,-0.6934000000000182,2.5277380100214746
58,Soyo,88,AO,1553440539,83,-6.13,12.37,83.0966,6.666070150322119
59,Klaksvik,64,FO,1553439000,80,62.23,-6.59,41.26999999999996,23.040443808160347
60,Kruisfontein,56,ZA,1553440623,83,-34.0,24.73,68.6966,17.17967072297781
61,Mangrol,56,IN,1553440225,39,25.33,76.51,78.77660000000004,8.791159627773801
62,Mar del Plata,12,AR,1553439954,65,-46.43,-67.52,61.856599999999986,5.100214745884037
63,Coihaique,20,CL,1553436240,58,-45.58,-72.07,55.66999999999996,3.3554044380816035
64,Menongue,0,AO,1553440106,19,-14.66,17.68,90.47660000000005,7.225304223335719
65,Hasaki,20,JP,1553439792,60,35.73,140.83,39.469999999999956,9.171438797423049
66,Temerloh,32,MY,1553440625,97,3.45,102.42,73.82660000000004,2.192197566213314
67,Shellbrook,90,CA,1553436000,72,53.22,-106.39,16.069999999999958,9.171438797423049
68,Cockburn Town,0,TC,1553440413,96,21.46,-71.14,79.40659999999998,17.85075161059413
69,Lianzhou,92,CN,1553440626,96,24.79,112.38,52.0466,2.4158911954187547
70,Talnakh,80,RU,1553440064,88,69.49,88.39,15.86659999999996,5.659448818897637
71,Tuktoyaktuk,20,CA,1553436000,78,69.44,-133.03,12.46999999999996,11.40837508947745
72,Barabai,44,ID,1553440627,95,-2.59,115.38,75.80659999999997,2.192197566213314
73,Mataura,88,NZ,1553440205,82,-46.19,168.86,69.27799999999996,1.990873299928418
74,Rio Gallegos,20,AR,1553436000,62,-51.62,-69.22,57.469999999999956,5.8160343593414465
75,Arraial do Cabo,20,BR,1553439600,55,-22.97,-42.02,86.26999999999995,9.171438797423049
76,Port Alfred,92,ZA,1553440582,93,-33.59,26.89,69.27799999999996,8.00823192555476
77,Dikson,88,RU,1553440173,92,73.51,80.55,20.9966,34.62777380100215
78,Amalapuram,20,IN,1553437800,57,16.58,82.0,80.86999999999996,4.6975662133142455
79,Hambantota,0,LK,1553436600,88,6.12,81.12,80.86999999999996,3.3554044380816035
80,Carnarvon,0,ZA,1553440085,12,-30.97,22.13,89.03660000000002,13.041338582677165
81,Magnolia,90,US,1553440373,67,33.27,-93.24,62.86999999999996,8.05297065139585
82,Narsaq,92,GL,1553439000,86,60.91,-46.05,32.26999999999996,49.436292054402294
83,Cutervo,88,PE,1553440632,86,-6.38,-78.82,57.08660000000002,2.4158911954187547
84,Nerchinskiy Zavod,64,RU,1553440632,56,51.31,119.61,21.4466,6.666070150322119
85,Huarmey,32,PE,1553440633,61,-10.07,-78.15,75.80659999999997,3.758052970651396
86,Kasongo-Lunda,32,CD,1553440633,69,-6.48,16.82,84.4466,3.086972083035075
87,Butaritari,88,KI,1553440325,100,3.07,172.79,81.02660000000004,14.047959914101646
88,Krasnyy Yar,80,RU,1553440634,97,50.7,44.73,32.42660000000004,3.758052970651396
89,Luanda,20,AO,1553439600,79,-8.83,13.24,86.26999999999995,10.28990694345025
90,Kapaa,90,US,1553439697,78,22.08,-159.32,71.86999999999996,14.987473156764496
91,Sarai,0,IN,1553437800,39,25.78,85.28,82.66999999999996,5.8160343593414465
92,Gigmoto,80,PH,1553440635,100,13.78,124.39,74.45659999999998,6.106836077308518
93,Faya,20,SA,1553436000,44,18.39,42.45,75.46999999999997,17.2244094488189
94,Rio Verde de Mato Grosso,0,BR,1553440343,40,-18.92,-54.84,91.37660000000005,9.126700071581961
95,Fairbanks,75,US,1553440207,92,64.84,-147.72,32.26999999999996,0.5144953471725126
96,Udachnyy,0,RU,1553440525,36,66.42,112.4,-11.403399999999998,2.4158911954187547
97,Torbay,75,CA,1553439809,93,47.66,-52.73,39.272000000000034,18.342877594846097
98,Rehoboth,80,NA,1553440638,17,-23.31,17.08,87.5966,0.5144953471725126
99,Leh,80,IN,1553440638,87,34.16,77.58,8.3966,1.6329634931997137
100,Moranbah,0,AU,1553440607,88,-22.0,148.04,70.67660000000004,5.994989262705799
101,Upernavik,8,GL,1553440074,100,72.79,-56.15,-0.15339999999999776,21.206156048675734
102,Luderitz,0,NA,1553440193,84,-26.65,15.16,65.9966,13.265032211882605
103,East London,0,ZA,1553436000,83,-33.02,27.91,70.06999999999996,18.342877594846097
104,Bitkine,24,TD,1553440640,15,11.98,18.21,104.42660000000005,11.699176807444525
105,Ryotsu,44,JP,1553440640,100,38.08,138.43,45.56659999999996,16.508589835361487
106,Bathsheba,75,BB,1553436000,69,13.22,-59.52,82.66999999999996,19.4613457408733
107,Los Llanos de Aridane,75,ES,1553439602,55,28.66,-17.92,66.46999999999997,4.6975662133142455
108,Abu Samrah,92,SY,1553440252,80,35.3,37.18,51.50659999999998,11.699176807444525
109,Keetmanshoop,0,NA,1553439600,9,-26.57,18.15,95.26999999999995,11.40837508947745
110,New Norfolk,75,AU,1553439735,72,-42.78,147.06,64.66999999999996,14.987473156764496
111,Miraflores,80,CO,1553440643,91,5.2,-73.14,58.07660000000004,2.192197566213314
112,Wuda,0,CN,1553440643,35,39.5,106.72,27.926600000000043,1.1855762347888332
113,Ribeira Grande,40,PT,1553437800,63,38.52,-28.7,62.86999999999996,13.869005010737295
114,Sola,75,NO,1553440534,87,58.89,5.65,43.06999999999996,16.1059413027917
115,Sicuani,32,PE,1553440644,85,-14.27,-71.23,48.89660000000001,3.4225125268432355
116,Sitka,8,US,1553439645,77,37.17,-99.65,49.26199999999996,11.989978525411598
117,Waingapu,80,ID,1553440645,92,-9.65,120.26,76.97660000000005,5.659448818897637
118,Russell,0,AR,1553439600,26,-33.01,-68.8,71.86999999999996,12.750536864710094
119,Chimbote,20,PE,1553440598,82,-9.08,-78.59,72.38660000000002,3.4225125268432355
120,Constitucion,5,MX,1553440216,45,23.99,-104.67,55.274000000000015,2.2369362920544025
121,Yangjiang,92,CN,1553440647,100,21.85,111.96,70.4966,10.692555476020043
122,Genhe,20,CN,1553440647,76,50.78,121.52,15.23660000000002,5.659448818897637
123,Paragominas,92,BR,1553440648,92,-3.0,-47.35,81.47660000000005,4.764674302075877
124,Bubaque,0,GW,1553440537,84,11.28,-15.83,83.18660000000003,8.45561918396564
125,Emerald,0,AU,1553440018,65,-23.53,148.16,77.26999999999995,8.05297065139585
126,Clyde River,90,CA,1553437560,76,70.47,-68.59,-9.129999999999988,28.85647816750179
127,Sibolga,36,ID,1553440472,100,1.74,98.78,70.67660000000004,1.6329634931997137
128,Kudahuvadhoo,48,MV,1553440489,100,2.67,72.89,85.25659999999999,11.139942734430925
129,Grasse,0,FR,1553440605,49,43.66,6.92,71.27599999999998,5.8160343593414465
130,Grootfontein,40,NA,1553439600,28,-19.56,18.1,86.26999999999995,5.8160343593414465
131,Esperance,40,TT,1553439619,55,10.24,-61.45,87.27799999999996,14.987473156764496
132,Beringovskiy,88,RU,1553440502,95,63.05,179.32,27.7466,12.034717251252685
133,Barrow,92,AR,1553440330,81,-38.31,-60.23,60.236600000000024,22.883858267716537
134,Kavaratti,0,IN,1553440143,100,10.57,72.64,83.9966,5.212061560486758
135,Roald,75,NO,1553440522,80,62.58,6.12,41.26999999999996,11.40837508947745
136,Gandajika,24,CD,1553440653,77,-6.75,23.95,83.18660000000003,5.771295633500358
137,Varna,0,BG,1553437800,46,43.22,27.9,50.26999999999996,14.987473156764496
138,Vao,0,EE,1553440421,71,59.1,26.19,35.57660000000004,14.159806728704368
139,Coruripe,32,BR,1553440655,93,-10.12,-36.18,84.71659999999997,11.251789549033644
140,Walvis Bay,0,NA,1553439726,56,-22.95,14.51,71.86999999999996,17.2244094488189
141,Tevaitoa,76,PF,1553440656,98,-16.78,-151.5,84.17660000000004,14.159806728704368
142,Finschhafen,92,PG,1553440656,94,-6.6,147.85,73.6466,1.6329634931997137
143,Port Hedland,75,AU,1553439000,88,-20.31,118.58,79.06999999999996,39.14638511095204
144,Poronaysk,0,RU,1553440657,75,49.22,143.1,9.20659999999998,5.659448818897637
145,Lindi,24,TZ,1553440658,67,-10.0,39.71,83.72660000000005,3.758052970651396
146,Eidfjord,76,NO,1553440658,86,60.47,7.07,29.096600000000002,4.093593414459557
147,Tautira,76,PF,1553440385,83,-17.73,-149.15,80.27599999999998,3.3554044380816035
148,Bambanglipuro,8,ID,1553440125,97,-7.95,110.28,72.47660000000005,2.9751252684323553
149,Palora,90,EC,1553436000,88,-1.7,-77.97,70.06999999999996,4.6975662133142455
150,Ilo,0,PE,1553440660,75,-17.65,-71.34,71.93660000000003,3.5343593414459558
151,Chalus,90,IR,1553436000,87,36.66,51.42,55.66999999999996,4.6975662133142455
152,Vitry-le-Francois,20,FR,1553440324,51,48.73,4.58,59.26999999999996,10.28990694345025
153,Castro,0,CL,1553436000,71,-42.48,-73.76,55.66999999999996,10.28990694345025
154,Buraydah,20,SA,1553436000,18,26.33,43.97,93.46999999999997,21.921975662133143
155,Teya,5,MX,1553439622,47,21.05,-89.07,79.06999999999996,13.869005010737295
156,Takoradi,68,GH,1553440331,88,4.89,-1.75,85.88660000000002,9.685934144595562
157,Bredasdorp,76,ZA,1553439689,65,-34.53,20.04,79.06999999999996,11.40837508947745
158,Bahia Blanca,44,AR,1553440404,71,-38.72,-62.27,66.17660000000004,19.19291338582677
159,Ponta do Sol,8,BR,1553440452,77,-20.63,-46.0,79.40659999999998,5.435755189692198
160,Sabha,12,LY,1553440008,51,27.03,14.43,67.70659999999998,7.6726914817466
161,Namatanai,80,PG,1553440099,100,-3.66,152.44,78.77660000000004,8.2319255547602
162,Opuwo,48,NA,1553440321,22,-18.06,13.84,91.73660000000002,5.659448818897637
163,Cururupu,76,BR,1553440665,86,-1.82,-44.87,83.45659999999998,7.78453829634932
164,Mastic Beach,1,US,1553440652,28,40.77,-72.85,49.26199999999996,11.40837508947745
165,Dalianwan,0,CN,1553440623,46,39.03,121.69,50.26999999999996,6.710808876163207
166,Barguzin,20,RU,1553440490,53,53.62,109.63,12.71659999999996,3.086972083035075
167,Marsa Matruh,40,EG,1553436000,63,31.35,27.25,64.66999999999996,21.921975662133143
168,Georgetown,20,GY,1553436000,78,6.8,-58.16,82.66999999999996,13.869005010737295
169,Inta,92,RU,1553440375,80,66.04,60.13,34.85659999999998,9.574087329992842
170,Omboue,56,GA,1553440342,100,-1.57,9.26,82.10659999999999,9.126700071581961
171,Trairi,8,BR,1553440373,100,-3.28,-39.27,80.30659999999997,3.5343593414459558
172,Vestmannaeyjar,75,IS,1553439600,74,63.44,-20.27,35.86999999999996,24.15891195418755
173,Prainha,12,BR,1553440170,74,-1.8,-53.48,86.06659999999997,3.4225125268432355
174,Nikolskoye,40,RU,1553440235,48,59.7,30.79,41.26999999999996,24.606299212598426
175,Yulara,32,AU,1553436000,30,-25.24,130.99,86.26999999999995,11.40837508947745
176,Severo-Kurilsk,88,RU,1553440146,100,50.68,156.12,25.9466,13.153185397279886
177,Kaitangata,92,NZ,1553440273,93,-46.28,169.85,61.946600000000004,6.554223335719399
178,Yenagoa,76,NG,1553440263,71,4.92,6.26,84.62660000000005,10.021474588403724
179,Naruto,20,JP,1553440622,75,34.18,134.62,48.469999999999956,3.3554044380816035
180,Celestun,0,MX,1553440672,100,20.87,-90.4,74.36659999999996,14.159806728704368
181,Bonavista,36,CA,1553439603,86,48.65,-53.11,37.274000000000015,12.996599856836077
182,Weligama,0,LK,1553440673,89,5.97,80.42,82.10659999999999,8.56746599856836
183,Erzurum,90,TR,1553437200,79,39.91,41.27,28.66999999999996,3.3554044380816035
184,Bhadrachalam,20,IN,1553440673,77,17.67,80.89,76.61659999999996,4.988367931281317
185,Viloco,8,BO,1553440674,48,-16.87,-67.5,63.92660000000004,1.968503937007874
186,Nara,0,JP,1553439814,61,34.68,135.8,48.469999999999956,8.05297065139585
187,Havelock,1,US,1553440362,44,34.88,-76.9,64.27400000000002,4.6975662133142455
188,Mezen,56,RU,1553440675,73,65.85,44.24,36.20659999999998,8.56746599856836
189,Kingaroy,12,AU,1553440217,78,-26.54,151.84,71.86999999999996,5.8160343593414465
190,Antiguo Morelos,20,MX,1553440516,76,22.55,-99.08,77.26999999999995,2.9974946313528994
191,Reutte,0,AT,1553440635,74,47.49,10.72,64.27400000000002,12.750536864710094
192,Sao Filipe,0,CV,1553440677,93,14.9,-24.5,71.93660000000003,10.580708661417324
193,Colon,90,US,1553440653,100,41.3,-96.61,50.26999999999996,5.8160343593414465
194,Buala,76,SB,1553440639,91,-8.15,159.59,81.92660000000004,5.994989262705799
195,Tasiilaq,75,GL,1553439000,62,65.61,-37.64,19.66999999999996,17.2244094488189
196,Port Arthur,1,US,1553440207,88,29.9,-93.93,72.26600000000002,8.05297065139585
197,Cabo San Lucas,5,MX,1553439918,67,22.89,-109.91,70.26799999999999,5.8160343593414465
198,Caravelas,68,BR,1553440465,98,-17.73,-39.27,83.45659999999998,15.72566213314245
199,Calvinia,0,ZA,1553440679,22,-31.47,19.78,83.90659999999998,10.692555476020043
200,Saint-Pierre,75,FR,1553440324,62,48.95,4.24,59.26999999999996,12.750536864710094
201,Saint-Philippe,1,CA,1553440206,64,45.36,-73.48,40.26199999999996,6.9345025053686475
202,Marawi,8,PH,1553440475,89,8.0,124.29,68.42660000000004,2.192197566213314
203,Sena Madureira,68,BR,1553440681,89,-9.07,-68.66,79.85659999999999,2.7514316392269147
204,Margate,75,AU,1553440515,72,-43.03,147.26,64.66999999999996,14.987473156764496
205,Cidreira,8,BR,1553440340,75,-30.17,-50.22,81.20659999999998,6.777916964924839
206,Skelleftea,0,SE,1553437200,48,64.75,20.95,39.469999999999956,25.27738010021475
207,Inhambane,75,MZ,1553436000,70,-23.87,35.38,84.46999999999997,12.750536864710094
208,Bethel,90,US,1553435760,93,60.79,-161.76,35.86999999999996,12.750536864710094
209,Santa Cruz,1,US,1553440127,93,36.97,-122.03,46.66999999999996,3.3554044380816035
210,Vila Velha,75,BR,1553440100,70,-3.71,-38.6,86.26999999999995,6.9345025053686475
211,Oskemen,75,KZ,1553437800,86,49.96,82.61,30.46999999999996,2.2369362920544025
212,Nanortalik,88,GL,1553440305,95,60.14,-45.24,33.86659999999996,46.70722977809592
213,Hobara,0,JP,1553440539,75,37.82,140.55,31.261999999999954,4.205440229062276
214,Salalah,20,OM,1553435400,69,17.01,54.1,82.66999999999996,9.171438797423049
215,Usinsk,92,RU,1553440685,91,66.0,57.56,33.776600000000045,14.047959914101646
216,Kodinsk,76,RU,1553440685,50,58.6,99.18,20.636600000000023,4.764674302075877
217,Challans,90,FR,1553440626,62,46.85,-1.88,60.27799999999996,10.28990694345025
218,Iberia,44,PE,1553440686,87,-11.41,-69.49,80.30659999999997,2.9751252684323553
219,Turayf,90,SA,1553436000,87,31.68,38.65,57.469999999999956,27.51431639226915
220,Norman Wells,75,CA,1553436000,85,65.28,-126.83,17.86999999999996,4.6975662133142455
221,Bilibino,12,RU,1553440688,82,68.06,166.44,-3.033399999999993,4.988367931281317
222,Dvinskoy,92,RU,1553440279,90,62.16,45.12,33.776600000000045,8.2319255547602
223,Grahamstown,68,ZA,1553440582,93,-33.31,26.53,69.27799999999996,8.00823192555476
224,Itororo,92,BR,1553440689,94,-15.12,-40.07,74.72660000000005,5.547602004294918
225,Grand Gaube,75,MU,1553440140,94,-20.01,57.66,79.06999999999996,8.05297065139585
226,Natchitoches,90,US,1553440684,72,31.76,-93.09,68.26999999999995,5.8160343593414465
227,Waterloo,90,CA,1553440611,60,43.47,-80.52,41.26999999999996,9.171438797423049
228,Portland,20,US,1553440205,93,45.52,-122.67,46.274000000000015,2.6395848246241944
229,Cap Malheureux,75,MU,1553440140,94,-19.98,57.61,79.06999999999996,8.05297065139585
230,Mayo,75,CA,1553436000,59,63.59,-135.9,37.66999999999996,2.2369362920544025
231,Lethem,0,GY,1553440345,40,3.38,-59.8,94.07660000000004,14.607193987115247
232,Ketchikan,40,US,1553437440,100,55.34,-131.65,39.469999999999956,5.8160343593414465
233,Senneterre,75,CA,1553436000,61,48.39,-77.24,14.269999999999957,10.28990694345025
234,Sur,0,OM,1553440693,90,22.57,59.53,75.53660000000002,12.034717251252685
235,Mount Isa,40,AU,1553437800,74,-20.73,139.49,79.06999999999996,12.750536864710094
236,Sabancuy,0,MX,1553440694,99,18.97,-91.18,77.15659999999998,12.705798138869005
237,Longyearbyen,0,NO,1553439000,66,78.22,15.63,16.069999999999958,6.9345025053686475
238,Provideniya,92,RU,1553440204,94,64.42,-173.23,29.90659999999998,19.863994273443094
239,Yatou,75,CM,1553439600,83,3.63,9.81,82.66999999999996,3.3554044380816035
240,Noyabrsk,0,RU,1553440696,85,63.2,75.45,21.8966,5.659448818897637
241,Tacoronte,75,ES,1553440574,63,28.48,-16.41,69.27799999999996,8.05297065139585
242,Alofi,48,NU,1553436000,83,-19.06,-169.92,75.46999999999997,6.9345025053686475
243,Port-Gentil,75,GA,1553436000,79,-0.72,8.78,84.46999999999997,12.750536864710094
244,Cuamba,36,MZ,1553440699,79,-14.8,36.54,76.16659999999996,8.12007874015748
245,Batagay-Alyta,0,RU,1553440344,28,67.8,130.41,-20.673400000000008,2.7514316392269147
246,Iqaluit,20,CA,1553438563,65,63.75,-68.52,3.46999999999996,6.9345025053686475
247,Tiradentes,44,BR,1553440700,100,-18.95,-49.46,81.02660000000004,3.758052970651396
248,Diffa,32,NE,1553440700,14,13.32,12.61,102.71659999999996,12.482104509663564
249,Vaitape,44,PF,1553440701,100,-16.52,-151.75,83.27660000000004,12.482104509663564
250,Lompoc,75,US,1553440446,93,34.64,-120.46,53.27599999999999,5.771295633500358
251,Ulagan,48,RU,1553440701,82,50.63,87.96,15.95659999999998,2.5277380100214746
252,Watford,0,GB,1553440700,44,51.66,-0.4,59.26999999999996,10.28990694345025
253,Xining,0,CN,1553440702,36,36.62,101.77,28.28660000000002,5.547602004294918
254,Xinzhi,75,TW,1553440498,88,22.54,120.62,70.06999999999996,5.8160343593414465
255,Rivera,32,UY,1553440703,60,-30.9,-55.54,79.67660000000004,12.482104509663564
256,Mollendo,8,PE,1553440704,56,-17.03,-72.02,74.54660000000001,3.981746599856836
257,Lucea,20,JM,1553440541,65,18.44,-78.17,82.66999999999996,4.6975662133142455
258,Airai,8,TL,1553440704,87,-8.93,125.41,72.47660000000005,1.1855762347888332
259,Lorengau,88,PG,1553440310,98,-2.02,147.27,82.82660000000004,7.56084466714388
260,Svetlogorsk,20,RU,1553437800,80,53.14,59.15,34.06999999999996,8.94774516821761
261,Westport,75,IE,1553440205,75,53.8,-9.52,53.27599999999999,18.342877594846097
262,Pisco,40,PE,1553436000,30,-13.71,-76.2,71.86999999999996,4.6975662133142455
263,Baghramyan,90,AM,1553439600,86,40.19,43.86,39.469999999999956,4.6975662133142455
264,Victoria,75,BN,1553437800,83,5.28,115.24,82.66999999999996,1.1184681460272012
265,Nikolayevsk-na-amure,80,RU,1553440707,82,53.14,140.72,18.926600000000043,11.811023622047244
266,Zhigansk,12,RU,1553440217,63,66.77,123.37,0.7466000000000008,7.001610594130279
267,Grand Baie,75,MU,1553440140,94,-20.02,57.58,79.06999999999996,8.05297065139585
268,Te Anau,48,NZ,1553440367,90,-45.41,167.72,59.606599999999986,6.777916964924839
269,Aykhal,0,RU,1553440243,40,65.95,111.51,-13.743400000000022,2.6395848246241944
270,Benicarlo,0,ES,1553440570,22,40.42,0.43,71.27599999999998,5.010737294201862
271,Olinda,75,EC,1553440615,83,-2.03,-79.75,83.26400000000004,1.1184681460272012
272,Belmonte,8,PT,1553439677,34,40.36,-7.35,71.27599999999998,7.001610594130279
273,Leon,90,US,1553439710,93,40.74,-93.75,48.272000000000034,4.6975662133142455
274,Saint-Joseph,0,FR,1553440322,49,43.56,6.97,71.27599999999998,5.8160343593414465
275,Owando,100,CG,1553440712,79,-0.49,15.91,81.29660000000001,1.5211166785969936
276,Krasnomayskiy,0,RU,1553437800,80,55.0,82.52,30.46999999999996,6.710808876163207
277,Ancud,0,CL,1553436000,71,-41.87,-73.83,55.66999999999996,10.28990694345025
278,Fortuna,0,ES,1553440330,48,38.18,-1.13,68.26999999999995,8.05297065139585
279,Sorong,8,ID,1553440177,99,-0.86,131.25,82.82660000000004,9.797780959198281
280,Wamba,24,CD,1553440547,75,2.14,27.99,81.02660000000004,2.5277380100214746
281,Bambous Virieux,75,MU,1553440140,94,-20.34,57.76,79.06999999999996,10.28990694345025
282,Tungor,88,RU,1553440714,89,53.39,142.95,22.70659999999998,14.271653543307087
283,Pevek,44,RU,1553440341,89,69.7,170.27,-10.413399999999982,6.777916964924839
284,Anloga,20,GH,1553436000,66,5.79,0.9,89.86999999999996,13.869005010737295
285,Laguna,5,MX,1553435340,70,27.52,-110.01,46.66999999999996,4.6975662133142455
286,Baculin,36,PH,1553440716,96,7.45,126.58,75.17660000000004,11.475483178239084
287,Lagoa,20,PT,1553440328,52,37.14,-8.45,72.26600000000002,18.342877594846097
288,Chapais,1,CA,1553436000,45,49.78,-74.86,1.669999999999959,17.2244094488189
289,Pacifica,1,US,1553440715,93,37.61,-122.49,50.26999999999996,1.744810307802434
290,Sinegorye,44,RU,1553440718,67,62.09,150.53,-6.9934000000000225,1.968503937007874
291,Den Helder,40,NL,1553440659,70,52.96,4.76,52.26799999999999,11.40837508947745
292,Khani,75,GE,1553437800,70,41.96,42.96,44.86999999999996,18.342877594846097
293,Vila Franca do Campo,75,PT,1553437800,72,37.72,-25.43,62.86999999999996,14.987473156764496
294,Makhachkala,56,RU,1553437800,70,42.98,47.5,44.27599999999999,11.184681460272012
295,Harlingen,75,US,1553440224,88,26.19,-97.7,75.27200000000005,5.8160343593414465
296,Port Elizabeth,1,US,1553440304,39,39.31,-74.98,54.266000000000005,8.05297065139585
297,Quesnel,1,CA,1553439632,100,52.98,-122.49,25.069999999999958,2.6395848246241944
298,Mokhsogollokh,80,RU,1553440721,73,61.4,128.95,11.90659999999998,4.205440229062276
299,Mobile,1,US,1553440633,67,30.69,-88.04,67.26199999999996,5.8160343593414465
300,Tuatapere,56,NZ,1553440205,82,-46.13,167.69,69.27799999999996,1.990873299928418
301,Waipawa,0,NZ,1553438536,92,-39.94,176.59,52.26799999999999,3.086972083035075
302,Mount Gambier,40,AU,1553436060,82,-37.83,140.78,55.66999999999996,18.342877594846097
303,Caluquembe,64,AO,1553440723,42,-13.78,14.68,82.28660000000002,3.1988188976377954
304,Porto Novo,75,BR,1553439600,61,-23.68,-45.44,80.86999999999996,3.3554044380816035
305,Komsomolskiy,88,RU,1553440241,90,67.55,63.78,30.80659999999998,17.85075161059413
